# BiLBO Data Export. 
#  running time, centroid_hist_x, centroid_hist_y, peak_hist_x, peak_hist_y
1.469791821425000191e+09,6.531042333507831472e+02,3.643065610959647529e+02,6.420000000000000000e+02,3.810000000000000000e+02
1.469791821985000134e+09,6.532812334945504062e+02,3.641730077433434758e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791822550000191e+09,6.533534439795733988e+02,3.645711339543076974e+02,6.380000000000000000e+02,3.780000000000000000e+02
1.469791823100000143e+09,6.533852119339156843e+02,3.640244830275231038e+02,6.390000000000000000e+02,3.790000000000000000e+02
1.469791823654999971e+09,6.536004589961704596e+02,3.644238807854850393e+02,6.420000000000000000e+02,3.810000000000000000e+02
1.469791824225000143e+09,6.534891888088799305e+02,3.643582909058146129e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791824775000095e+09,6.537440523753224397e+02,3.643485293371971920e+02,6.420000000000000000e+02,3.810000000000000000e+02
1.469791825380000114e+09,6.536738682540703849e+02,3.642064365601478926e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791825940000057e+09,6.535679211493724097e+02,3.644323513371711556e+02,6.410000000000000000e+02,3.800000000000000000e+02
1.469791826490000010e+09,6.534852823836877178e+02,3.642938304659771802e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791827055000067e+09,6.536439416177132671e+02,3.645635179725563262e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791827619000196e+09,6.533720265623009027e+02,3.644347381751278476e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791828172000170e+09,6.535153549141815574e+02,3.644687017251692396e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791828730000019e+09,6.535586123578458455e+02,3.645540779487933492e+02,6.410000000000000000e+02,3.800000000000000000e+02
1.469791829300000191e+09,6.537339176417405042e+02,3.644694334368202249e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791829850000143e+09,6.537222112747213032e+02,3.643139588718827895e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791830406000137e+09,6.534903534355686361e+02,3.644207083038266433e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791830970000029e+09,6.536263295267710873e+02,3.644832232162592618e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791831515000105e+09,6.536996083803674082e+02,3.644125056800846210e+02,6.420000000000000000e+02,3.810000000000000000e+02
1.469791832071000099e+09,6.537273934702591305e+02,3.645017794192554561e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791832636000156e+09,6.536072352528717602e+02,3.643342423762254612e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791833193000078e+09,6.535323997085541805e+02,3.644425740194476475e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791833744000196e+09,6.538039887910637162e+02,3.643900479951105922e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791834312999964e+09,6.536457695698992438e+02,3.640079476614725422e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791834860000134e+09,6.536219041986937555e+02,3.640149320474862407e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791835424000025e+09,6.538004335545823551e+02,3.640675168854714912e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791835990000010e+09,6.536089247963338948e+02,3.638411827152401088e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791836544000149e+09,6.536281864426144921e+02,3.640707755827796746e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791837093000174e+09,6.535209893441191298e+02,3.640515479487804669e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791837702000141e+09,6.538204651292442122e+02,3.640130317201894741e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791838253000021e+09,6.537118359218321757e+02,3.645091939530119589e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791838807000160e+09,6.536431089907998739e+02,3.645272935664845022e+02,6.410000000000000000e+02,3.800000000000000000e+02
1.469791839375000000e+09,6.537861106464563363e+02,3.643157598199436507e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791839922000170e+09,6.538741975742992736e+02,3.640052937768331276e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791840493000031e+09,6.535893266476684857e+02,3.640464684073709236e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791841055999994e+09,6.537465887701507654e+02,3.641517440719881620e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791841608000040e+09,6.538734029645227110e+02,3.640665136240122592e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791842161000013e+09,6.537847388947265017e+02,3.640888810197699286e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791842728000164e+09,6.536349340492529336e+02,3.640338276954561820e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791843274000168e+09,6.536935021486840469e+02,3.641111128320683292e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791843827000141e+09,6.535377442686732365e+02,3.640077415093813897e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791844389000177e+09,6.537432965065091821e+02,3.638929467046631885e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791844940000057e+09,6.537148804337119827e+02,3.640854202985721599e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791845495000124e+09,6.535559757364524103e+02,3.640430941091370869e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791846067000151e+09,6.537031620579833771e+02,3.639762849592459020e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791846625000000e+09,6.533878163608828800e+02,3.640017321615196124e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791847182000160e+09,6.535065932617636690e+02,3.641950588563107658e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791847746999979e+09,6.537778538156316017e+02,3.642411280469437429e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791848304000139e+09,6.535739076732286321e+02,3.645334030959439247e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791848860000134e+09,6.533827585736167975e+02,3.643628527196202072e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791849427999973e+09,6.534456371325410373e+02,3.643365674664008793e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791849971000195e+09,6.533061439962167469e+02,3.642086584802544849e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791850565000057e+09,6.533290373087040734e+02,3.640959782038916615e+02,6.390000000000000000e+02,3.790000000000000000e+02
1.469791851131999969e+09,6.532642500743546634e+02,3.639703116440162489e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791851695000172e+09,6.536607741757585472e+02,3.642698204142106988e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791852259000063e+09,6.533124012990126630e+02,3.643074383743934277e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791852827000141e+09,6.534722323563192958e+02,3.646349041385988130e+02,6.380000000000000000e+02,3.780000000000000000e+02
1.469791853373000145e+09,6.533493567644542281e+02,3.642501709182618015e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791853929000139e+09,6.535830716898013861e+02,3.646030343124993465e+02,6.420000000000000000e+02,3.810000000000000000e+02
1.469791854496000051e+09,6.534407687799359792e+02,3.645632823495808452e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791855048000097e+09,6.533066308093250427e+02,3.646352850599380417e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791855600000143e+09,6.534624926617989331e+02,3.646354330062569034e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791856170000076e+09,6.536824306148097321e+02,3.648387903793883993e+02,6.410000000000000000e+02,3.800000000000000000e+02
1.469791856731000185e+09,6.532096785487863144e+02,3.643971286451653668e+02,6.410000000000000000e+02,3.790000000000000000e+02
1.469791857288000107e+09,6.535967037852344674e+02,3.643837567160074400e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791857860000134e+09,6.534725782100468905e+02,3.645214689692908223e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791858411000013e+09,6.534763325916990198e+02,3.644668752701097674e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791858963999987e+09,6.536223779652386838e+02,3.644888868195752138e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791859535000086e+09,6.535250937404282467e+02,3.643996815928489923e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791860090000153e+09,6.534707902743771228e+02,3.644959818365334741e+02,6.420000000000000000e+02,3.810000000000000000e+02
1.469791860651000023e+09,6.537568832771024745e+02,3.646717934546772995e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791861223999977e+09,6.535549136348689672e+02,3.646221641353284326e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791861772000074e+09,6.536372082900796840e+02,3.644921938206343270e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791862331000090e+09,6.536186263357910775e+02,3.643681810930148117e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791862950999975e+09,6.536196077189266589e+02,3.643938898765536578e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791863500000000e+09,6.536281195838566873e+02,3.639297795713638948e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791864055000067e+09,6.535635401296297005e+02,3.640987557345147252e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791864615000010e+09,6.532985619953273044e+02,3.640468645193889188e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791865167999983e+09,6.534066464964154193e+02,3.639651538153656247e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791865720000029e+09,6.538068521778135391e+02,3.638999378068650685e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791866286000013e+09,6.535414242294334599e+02,3.641019282237710399e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791866832000017e+09,6.537857251257895541e+02,3.640167242147722959e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791867383000135e+09,6.537487026052714327e+02,3.640125293882265964e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791867963999987e+09,6.537344663165506518e+02,3.639075598910600888e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791868514000177e+09,6.537596535711628576e+02,3.640524870879895047e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791869068000078e+09,6.536915379564383102e+02,3.638559178655586379e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791869634999990e+09,6.537379330317644417e+02,3.640678703302770032e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791870185000181e+09,6.537212863316436824e+02,3.639378663729254413e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791870742000103e+09,6.550450667970745826e+02,3.650298834340171084e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791871309000015e+09,6.546698561036683941e+02,3.652491177957880382e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791871861000061e+09,6.550331671931348865e+02,3.649730673260693834e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791872413000107e+09,6.548679606107820064e+02,3.649526702089279979e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791872986000061e+09,6.547234989854403011e+02,3.652997878639743590e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791873534000158e+09,6.546539052594937402e+02,3.649838866957894083e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791874090000153e+09,6.545533347258515278e+02,3.650360053127527067e+02,6.420000000000000000e+02,3.770000000000000000e+02
1.469791874656000137e+09,6.546439054985361281e+02,3.647079578734697520e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791875249000072e+09,6.546503758575240681e+02,3.647309815468783540e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791875802000046e+09,6.547820980492949730e+02,3.647259470733568492e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791876375000000e+09,6.548516999601564521e+02,3.649476505400871815e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791876920000076e+09,6.547062305627500791e+02,3.651118461937257962e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791877472000122e+09,6.546441696142876481e+02,3.651191459546819829e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791878038000107e+09,6.548653071025070176e+02,3.649658689567036163e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791878585999966e+09,6.547692573316174958e+02,3.648201434781393573e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791879143000126e+09,6.548872841151908233e+02,3.648153130246097362e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791879707000017e+09,6.547464902888444840e+02,3.644693876046785022e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791880259999990e+09,6.545353137634119776e+02,3.649511995821395658e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791880810000181e+09,6.545511046597459881e+02,3.648988766788740463e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791881379000187e+09,6.541302134708421363e+02,3.648571989101273516e+02,6.410000000000000000e+02,3.800000000000000000e+02
1.469791881927000046e+09,6.546351715579883148e+02,3.649606954133315071e+02,6.390000000000000000e+02,3.790000000000000000e+02
1.469791882479000092e+09,6.545730042064228655e+02,3.650046161982636477e+02,6.410000000000000000e+02,3.800000000000000000e+02
1.469791883045000076e+09,6.545179577682919216e+02,3.647817780393512521e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791883597000122e+09,6.544065540296903691e+02,3.645670824347275811e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791884151000023e+09,6.544919296053024027e+02,3.650800414694740539e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791884717000008e+09,6.545270418436994078e+02,3.650650146968727086e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791885282999992e+09,6.543922049335892552e+02,3.649292983353304294e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791885838000059e+09,6.546058381375619319e+02,3.647403140532701400e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791886403000116e+09,6.545249277102961969e+02,3.649122385777166073e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791886953000069e+09,6.545528649623278170e+02,3.647960392826294083e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791887506999969e+09,6.543883109534184541e+02,3.647666915324552974e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791888117000103e+09,6.545745489440589608e+02,3.648222945301903337e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791888666000128e+09,6.545861542294458104e+02,3.648835692485140498e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791889221000195e+09,6.543946169776299939e+02,3.647782162282638865e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791889784000158e+09,6.544750792335306642e+02,3.646399835503627287e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791890335000038e+09,6.543507664359703995e+02,3.646482667827316959e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791890889000177e+09,6.538889103149235780e+02,3.650194153537406692e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791891460999966e+09,6.535996166317661391e+02,3.650303424994703505e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791892009999990e+09,6.534489236827861305e+02,3.648245899889062684e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791892562999964e+09,6.534095948850690547e+02,3.644945548263038972e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791893127000093e+09,6.531761594094090242e+02,3.644440761049670527e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791893686000109e+09,6.535627509758710403e+02,3.645734353342527925e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791894246999979e+09,6.537725792524126973e+02,3.650147919328841226e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791894815000057e+09,6.540393489396457198e+02,3.650078843876738119e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791895367000103e+09,6.543564746215317882e+02,3.650212861106288074e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791895922000170e+09,6.539766093691247306e+02,3.649593746531371039e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791896505000114e+09,6.541872648455928356e+02,3.647991233058949661e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791897057000160e+09,6.541918426250423408e+02,3.644938294069835365e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791897611999989e+09,6.542925980091662268e+02,3.650847212999188969e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791898177000046e+09,6.544736234790087792e+02,3.650998090032099981e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791898725000143e+09,6.544533576698661363e+02,3.651758835013537805e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791899285000086e+09,6.543074490786821116e+02,3.645099239828483633e+02,6.410000000000000000e+02,3.790000000000000000e+02
1.469791899850000143e+09,6.541437848813725395e+02,3.651730507624639017e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791900453999996e+09,6.543463957055282663e+02,3.652009446618771449e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791901005000114e+09,6.545326053784147007e+02,3.645969430354844008e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791901575000048e+09,6.545851917503476898e+02,3.648192342360875386e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791902125000000e+09,6.552242398044387528e+02,3.650740338278144463e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791902680000067e+09,6.557612548942051944e+02,3.650123619866926674e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791903246000051e+09,6.554281148983624234e+02,3.650500370743727672e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791903802000046e+09,6.553842862578429731e+02,3.653760981475514313e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791904361999989e+09,6.557339283176888785e+02,3.649774425987172322e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791904930999994e+09,6.554657313782284973e+02,3.651561083737946092e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791905485000134e+09,6.552713103767656548e+02,3.653094914543369214e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791906042999983e+09,6.554774235863977765e+02,3.653199052921336829e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791906610000134e+09,6.551306313749471428e+02,3.654120568493576116e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791907166000128e+09,6.554808874271508330e+02,3.655262982069366444e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791907735000134e+09,6.557644474787116451e+02,3.651362203539867437e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791908304000139e+09,6.554602270896508571e+02,3.653212735038565029e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791908857000113e+09,6.558921954682958813e+02,3.653525446495323763e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791909410000086e+09,6.555927834377549743e+02,3.653608079588130977e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791909986000061e+09,6.555150100198541168e+02,3.651286779791720960e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791910538000107e+09,6.556622300382891808e+02,3.652221921633936290e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791911088999987e+09,6.560702005774596728e+02,3.652930992902531102e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791911656000137e+09,6.558670000233232713e+02,3.654417505727432172e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791912207000017e+09,6.556886442749232629e+02,3.650496715330817210e+02,6.390000000000000000e+02,3.790000000000000000e+02
1.469791912808000088e+09,6.556085850801191555e+02,3.653022200802280963e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791913371000051e+09,6.555543389188813990e+02,3.653174137707494538e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791913917999983e+09,6.552511116773106323e+02,3.649262528952148159e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791914473000050e+09,6.550701348982804575e+02,3.651010383665274617e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791915035000086e+09,6.552583949930146900e+02,3.652691799439987790e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791915584000111e+09,6.553294000614924926e+02,3.653834861119613606e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791916134999990e+09,6.552562568275848207e+02,3.649851606111530486e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791916698000193e+09,6.550413812166738126e+02,3.650833843033618109e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791917246999979e+09,6.551798786008265552e+02,3.651583202286668097e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791917800000191e+09,6.551318020952276129e+02,3.651697901888317688e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791918366000175e+09,6.551626460709029516e+02,3.651206059577836527e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791918920000076e+09,6.553935810837128884e+02,3.650593019681643909e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791919469000101e+09,6.551333201636324475e+02,3.651231763251979032e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791920032999992e+09,6.549815945538845199e+02,3.651283534168182427e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791920584000111e+09,6.548644634152442450e+02,3.651165216647518719e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791921142000198e+09,6.549464670720534514e+02,3.655239438876011491e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791921703999996e+09,6.545067000322776494e+02,3.647193627437091550e+02,6.410000000000000000e+02,3.790000000000000000e+02
1.469791922258000135e+09,6.535318472057192594e+02,3.642505945323236460e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791922812999964e+09,6.539899512507158761e+02,3.640844275405013377e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791923377000093e+09,6.537837975170463096e+02,3.643696521737620060e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791923927999973e+09,6.525228993851860650e+02,3.642224131696523841e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791924489000082e+09,6.509353383775059001e+02,3.634531970890799357e+02,6.400000000000000000e+02,3.810000000000000000e+02
1.469791925054000139e+09,6.497922970011461530e+02,3.668853116949787818e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791925646000147e+09,6.476125038837403736e+02,3.720384937280749682e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791926202000141e+09,6.466759055063301957e+02,3.733078464193230275e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791926767000198e+09,6.461151486233146670e+02,3.732982335423928930e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791927315999985e+09,6.471300281739081584e+02,3.735771994166906325e+02,6.420000000000000000e+02,3.800000000000000000e+02
1.469791927868000031e+09,6.446783360147134090e+02,3.727233685076126903e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791928437999964e+09,6.480568047988803073e+02,3.729962961551767648e+02,6.420000000000000000e+02,3.770000000000000000e+02
1.469791928995000124e+09,6.459584846036308363e+02,3.763566286397140743e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791929550000191e+09,6.445335923115045489e+02,3.761875912473696530e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791930129000187e+09,6.449512592450911370e+02,3.761773810472845412e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791930680000067e+09,6.424957031854465868e+02,3.761257627814997591e+02,6.420000000000000000e+02,3.800000000000000000e+02
1.469791931259999990e+09,6.435059305237797389e+02,3.757020129222147489e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791931828999996e+09,6.444098697750245037e+02,3.762123448977465614e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791932384000063e+09,6.445391929305607164e+02,3.760392743871800008e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791932950000048e+09,6.446401799422485510e+02,3.760341617205020270e+02,6.420000000000000000e+02,3.780000000000000000e+02
1.469791933519999981e+09,6.450020188933771124e+02,3.760942767728676586e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791934072000027e+09,6.446921585559830419e+02,3.761028966356286674e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791934634999990e+09,6.445444357198337002e+02,3.760894598522239107e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791935221000195e+09,6.435002939691972870e+02,3.757479565674777291e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791935785000086e+09,6.433055620149787046e+02,3.756325287754284545e+02,6.420000000000000000e+02,3.800000000000000000e+02
1.469791936338999987e+09,6.430362474933509702e+02,3.758561841561210599e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791936904000044e+09,6.429517285018914663e+02,3.757236968985842509e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791937462000132e+09,6.430434966879819285e+02,3.755337744702978284e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791938081000090e+09,6.444405756468682966e+02,3.760246073767071948e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791938647000074e+09,6.449313480981547855e+02,3.762686862416721283e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791939212000132e+09,6.417749549047091477e+02,3.763925647210690499e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791939765000105e+09,6.450765662126208326e+02,3.763454857471749051e+02,6.400000000000000000e+02,3.790000000000000000e+02
1.469791940328999996e+09,6.432471293075509493e+02,3.759314622023724723e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791940891000032e+09,6.442873677409661468e+02,3.763653406029598614e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791941434000015e+09,6.446793792411212962e+02,3.762222336095981063e+02,6.410000000000000000e+02,3.780000000000000000e+02
1.469791941993000031e+09,6.454323215627675836e+02,3.767010635324747341e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791942529000044e+09,6.449511108673623312e+02,3.764221659028498834e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791943069000006e+09,6.429897955136738119e+02,3.766899788030075342e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791943627000093e+09,6.441257939772283407e+02,3.759580580692871763e+02,6.390000000000000000e+02,3.770000000000000000e+02
1.469791944163000107e+09,6.441058125330359871e+02,3.761623325576090338e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791944702000141e+09,6.452176248178237756e+02,3.764664753740424885e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791945256999969e+09,6.462529955482038986e+02,3.763829405144276166e+02,6.400000000000000000e+02,3.780000000000000000e+02
1.469791945796000004e+09,6.461706695162960159e+02,3.762271931257623123e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791946353000164e+09,6.461848088049872558e+02,3.765711687227222342e+02,6.420000000000000000e+02,3.800000000000000000e+02
1.469791946913000107e+09,6.446088875971973948e+02,3.760024210646343477e+02,6.410000000000000000e+02,3.770000000000000000e+02
1.469791947452000141e+09,6.453684018902865773e+02,3.762717238374946191e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791947998000145e+09,6.443239394047744781e+02,3.764884925774871363e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791948549000025e+09,6.459203331063207543e+02,3.763239828431966316e+02,6.420000000000000000e+02,3.780000000000000000e+02
1.469791949088000059e+09,6.454938859401300988e+02,3.762682011207812707e+02,6.420000000000000000e+02,3.780000000000000000e+02
1.469791949687000036e+09,6.456964938595659760e+02,3.764544477774688289e+02,6.390000000000000000e+02,3.780000000000000000e+02
1.469791950271000147e+09,6.428721390771435154e+02,3.762612525741719196e+02,6.400000000000000000e+02,3.770000000000000000e+02
1.469791950809000015e+09,6.440019842950381417e+02,3.759613997533571137e+02,6.400000000000000000e+02,3.770000000000000000e+02
